entry_identifier,start_date,end_date,source_ip,dest_ip,tool,user_context,command,description,output,comments,operator_name,extra_fields,oplog_id,tags
2972,2024-03-02 00:41:17,2024-03-02 00:41:17.581084,42.118.146.148,157.2.65.239,Cobalt Strike,hendersonjohn@dalton-lam.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Deborah Hunter,,,
2973,2024-06-05 15:53:11,2024-06-05 15:53:11.821902,63.79.24.226,64.69.133.141,Poseidon,johngross@jones.com,pty kubectl get namespaces,"PID 1034, Callback 17",Success,Conducting container discovery,Richard Mcbride,,,
2974,2024-04-09 21:27:47,2024-04-09 21:27:47.489290,42.118.146.148,174.200.177.205,Poseidon,fwilliams@mays.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Deborah Hunter,,,
2975,2024-05-26 15:40:24,2024-05-26 15:40:24.356438,206.0.98.240,126.91.142.205,OST,hendersonjohn@dalton-lam.com,ls,PID: 13267,Success,Listing files and directories,Richard Mcbride,,,
2976,2024-01-23 00:03:22,2024-01-26 00:28:28,206.174.99.211,157.2.65.239,OST,jschmitt@martinez.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Deborah Hunter,,,
2977,2023-12-18 15:57:11,2023-12-28 07:59:40,206.0.98.240,157.2.65.239,Poseidon,sarahallen@combs-anderson.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Deborah Hunter,,,
2978,2024-05-02 09:37:27,2024-05-02 09:37:27.826855,155.225.136.72,174.200.177.205,Poseidon,johngross@jones.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
2979,2024-05-07 08:33:32,2024-05-07 08:33:32.293303,163.193.224.188,84.240.138.150,OST,fwilliams@mays.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Success,Navigating to a directory,Christy Green,,,
2980,2024-01-15 21:14:31,2024-01-31 20:49:59,206.174.99.211,126.91.142.205,OST,seanlopez@green-bullock.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Christy Green,,,
2981,2024-02-02 13:06:55,2024-02-13 16:10:31,163.193.224.188,18.176.66.97,Cobalt Strike,sfranklin@gordon.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Christy Green,,,
2982,2024-01-10 08:42:50,2024-02-02 04:36:32,63.79.24.226,18.176.66.97,OST,fwilliams@mays.com,ls,PID: 13267,Failed,Listing files and directories,Christy Green,,,
2983,2024-06-10 16:29:49,2024-06-10 16:29:49.692857,206.174.99.211,157.2.65.239,Poseidon,seanlopez@green-bullock.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Deborah Hunter,,,
2984,2024-01-26 15:47:50,2024-02-11 22:36:38,155.225.136.72,35.79.43.142,OST,johngross@jones.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Christy Green,,,
2985,2024-06-07 20:51:35,2024-06-07 20:51:35.212134,206.174.99.211,35.79.43.142,Poseidon,sfranklin@gordon.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Richard Mcbride,,,
2986,2024-01-27 17:08:13,2024-02-07 22:09:03,206.174.99.211,18.176.66.97,OST,fwilliams@mays.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Richard Mcbride,,,
2987,2024-04-19 17:57:02,2024-04-19 17:57:02.812808,112.130.185.251,35.79.43.142,Poseidon,seanlopez@green-bullock.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Deborah Hunter,,,
2988,2024-05-23 19:39:35,2024-05-23 19:39:35.503638,206.174.99.211,84.240.138.150,Cobalt Strike,johngross@jones.com,pwd,PID 29413,Failed,Obtaining current working directory,Richard Mcbride,,,
2989,2024-03-02 01:19:50,2024-03-02 01:19:50.847609,163.193.224.188,35.79.43.142,OST,seanlopez@green-bullock.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
2990,2024-04-14 17:54:35,2024-04-14 17:54:35.522001,112.130.185.251,35.79.43.142,Cobalt Strike,fwilliams@mays.com,pwd,PID 29413,Failed,Obtaining current working directory,Christy Green,,,
2991,2024-01-11 06:45:16,2024-01-19 03:02:07,155.225.136.72,126.91.142.205,OST,jschmitt@martinez.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
2992,2024-05-28 04:59:21,2024-05-28 04:59:21.269141,206.174.99.211,126.91.142.205,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Failed,Conducting container discovery,Christy Green,,,
2993,2024-01-05 22:27:20,2024-01-12 19:21:10,163.193.224.188,84.240.138.150,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Deborah Hunter,,,
2994,2024-01-21 14:09:18,2024-02-04 08:12:09,206.0.98.240,35.79.43.142,OST,jschmitt@martinez.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Christy Green,,,
2995,2024-06-19 21:57:59,2024-06-19 21:57:59.526575,163.193.224.188,174.200.177.205,OST,sarahallen@combs-anderson.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Christy Green,,,
2996,2024-06-29 18:37:10,2024-06-29 18:37:10.592673,206.174.99.211,157.2.65.239,Poseidon,hendersonjohn@dalton-lam.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Christy Green,,,
2997,2024-03-01 21:50:35,2024-03-01 21:50:35.222724,206.174.99.211,64.69.133.141,Poseidon,jschmitt@martinez.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Deborah Hunter,,,
2998,2024-01-15 07:23:27,2024-01-17 06:26:11,155.225.136.72,64.69.133.141,Cobalt Strike,jschmitt@martinez.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
2999,2024-01-28 00:29:05,2024-02-16 03:18:21,206.174.99.211,64.69.133.141,Poseidon,johngross@jones.com,pty whoami,"PID 1514, Callback 14",Success,Obtaining user context,Richard Mcbride,,,
3000,2024-05-31 19:31:59,2024-05-31 19:31:59.758158,163.193.224.188,84.240.138.150,OST,johngross@jones.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Christy Green,,,
3001,2024-03-12 11:48:15,2024-03-12 11:48:15.283293,112.130.185.251,84.240.138.150,Cobalt Strike,hendersonjohn@dalton-lam.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Richard Mcbride,,,
3002,2024-03-10 08:13:41,2024-03-10 08:13:41.393803,206.174.99.211,18.176.66.97,OST,fwilliams@mays.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Deborah Hunter,,,
3003,2024-06-25 19:33:52,2024-06-25 19:33:52.426648,163.193.224.188,157.2.65.239,OST,sarahallen@combs-anderson.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Richard Mcbride,,,
3004,2024-01-04 21:52:08,2024-01-28 13:38:37,163.193.224.188,157.2.65.239,OST,fwilliams@mays.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Christy Green,,,
3005,2024-04-20 11:33:57,2024-04-20 11:33:57.307186,42.118.146.148,157.2.65.239,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Deborah Hunter,,,
3006,2024-06-10 06:25:50,2024-06-10 06:25:50.113343,42.118.146.148,126.91.142.205,Poseidon,johngross@jones.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Deborah Hunter,,,
3007,2024-06-03 10:04:48,2024-06-03 10:04:48.185945,163.193.224.188,126.91.142.205,Poseidon,sarahallen@combs-anderson.com,pty curl,"PID 10472, Callback 96",Failed,Attempting to use cURL,Deborah Hunter,,,
3008,2024-06-16 04:27:27,2024-06-16 04:27:27.822786,155.225.136.72,126.91.142.205,OST,fwilliams@mays.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Deborah Hunter,,,
3009,2024-06-01 12:13:25,2024-06-01 12:13:25.656036,163.193.224.188,174.200.177.205,Cobalt Strike,hendersonjohn@dalton-lam.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
3010,2023-12-28 04:02:44,2024-01-17 19:06:31,112.130.185.251,84.240.138.150,Poseidon,jschmitt@martinez.com,pty ./kubectl get namespaces -n cluster,"PID 459, Callback 68",Failed,Conducting container discovery,Deborah Hunter,,,
3011,2024-03-11 22:15:09,2024-03-11 22:15:09.866791,206.0.98.240,18.176.66.97,OST,jschmitt@martinez.com,ls,PID: 13267,Failed,Listing files and directories,Christy Green,,,
3012,2024-03-13 02:51:06,2024-03-13 02:51:06.798199,163.193.224.188,174.200.177.205,Poseidon,jschmitt@martinez.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Deborah Hunter,,,
3013,2024-06-16 06:14:28,2024-06-16 06:14:28.738574,155.225.136.72,157.2.65.239,OST,seanlopez@green-bullock.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Deborah Hunter,,,
3014,2024-01-30 05:44:00,2024-02-05 20:32:44,206.174.99.211,84.240.138.150,Poseidon,hendersonjohn@dalton-lam.com,pty whoami,"PID 1514, Callback 14",Success,Obtaining user context,Deborah Hunter,,,
3015,2024-03-07 21:58:55,2024-03-07 21:58:55.115717,163.193.224.188,35.79.43.142,Cobalt Strike,hendersonjohn@dalton-lam.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Christy Green,,,
3016,2024-02-26 04:26:10,2024-02-26 04:26:10.043166,163.193.224.188,157.2.65.239,Cobalt Strike,johngross@jones.com,sleep 59,PID 14288,Success,Sleeping a beacon,Richard Mcbride,,,
3017,2024-04-19 10:01:13,2024-04-19 10:01:13.792762,206.174.99.211,174.200.177.205,Cobalt Strike,jschmitt@martinez.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Richard Mcbride,,,
3018,2023-12-16 19:01:54,2024-02-07 14:48:48,112.130.185.251,174.200.177.205,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Deborah Hunter,,,
3019,2024-06-21 09:42:22,2024-06-21 09:42:22.660990,112.130.185.251,64.69.133.141,Poseidon,seanlopez@green-bullock.com,getenv,"PID 25658, Callback 42",Success,Attempting to get environment variables,Christy Green,,,
3020,2024-02-28 12:21:48,2024-02-28 12:21:48.933652,206.0.98.240,84.240.138.150,OST,sfranklin@gordon.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Richard Mcbride,,,
3021,2024-04-21 01:25:44,2024-04-21 01:25:44.156024,206.0.98.240,126.91.142.205,OST,sarahallen@combs-anderson.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Deborah Hunter,,,
3022,2024-05-15 12:11:55,2024-05-15 12:11:55.240559,63.79.24.226,174.200.177.205,Poseidon,fwilliams@mays.com,sleep 38,"PID 16959, Callback 63",Failed,Sleeping a beacon,Richard Mcbride,,,
3023,2024-06-27 10:06:04,2024-06-27 10:06:04.725052,112.130.185.251,18.176.66.97,Cobalt Strike,sarahallen@combs-anderson.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Richard Mcbride,,,
3024,2024-05-25 07:17:13,2024-05-25 07:17:13.473825,112.130.185.251,64.69.133.141,Cobalt Strike,hendersonjohn@dalton-lam.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
3025,2023-12-30 04:47:15,2024-02-03 13:02:21,63.79.24.226,84.240.138.150,OST,sarahallen@combs-anderson.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Christy Green,,,
3026,2024-03-30 12:04:10,2024-03-30 12:04:10.712908,163.193.224.188,126.91.142.205,Cobalt Strike,sfranklin@gordon.com,shinject 13530 x64 /edge.bin,PID 20047,Success,Attempting process injection,Christy Green,,,
3027,2024-06-12 13:58:22,2024-06-12 13:58:22.986939,155.225.136.72,64.69.133.141,OST,seanlopez@green-bullock.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Richard Mcbride,,,
3028,2024-03-20 20:54:11,2024-03-20 20:54:11.112306,112.130.185.251,18.176.66.97,Cobalt Strike,hendersonjohn@dalton-lam.com,sleep 59,PID 14288,Success,Sleeping a beacon,Christy Green,,,
3029,2024-06-23 02:12:23,2024-06-23 02:12:23.698234,163.193.224.188,35.79.43.142,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Deborah Hunter,,,
3030,2024-04-12 17:55:17,2024-04-12 17:55:17.539021,206.174.99.211,157.2.65.239,Cobalt Strike,sarahallen@combs-anderson.com,upload /western/board/job.csv,PID 5354,Failed,Attempting a file upload,Deborah Hunter,,,
3031,2024-05-01 07:54:57,2024-05-01 07:54:57.045758,206.174.99.211,84.240.138.150,Cobalt Strike,sarahallen@combs-anderson.com,pwd,PID 29413,Success,Obtaining current working directory,Deborah Hunter,,,
3032,2024-02-08 07:48:50,2024-02-09 06:37:03,63.79.24.226,35.79.43.142,OST,johngross@jones.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Christy Green,,,
3033,2024-04-24 00:06:07,2024-04-24 00:06:07.591808,63.79.24.226,35.79.43.142,Poseidon,johngross@jones.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Christy Green,,,
3034,2024-05-13 18:34:41,2024-05-13 18:34:41.554694,206.174.99.211,84.240.138.150,Cobalt Strike,sfranklin@gordon.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Deborah Hunter,,,
3035,2024-02-04 15:21:06,2024-02-15 16:39:07,112.130.185.251,174.200.177.205,Cobalt Strike,johngross@jones.com,upload /western/board/job.csv,PID 5354,Failed,Attempting a file upload,Richard Mcbride,,,
3036,2024-02-29 01:45:45,2024-02-29 01:45:45.871327,63.79.24.226,18.176.66.97,Cobalt Strike,jschmitt@martinez.com,pwd,PID 29413,Success,Obtaining current working directory,Deborah Hunter,,,
3037,2024-02-09 14:21:47,2024-02-14 10:34:36,206.174.99.211,126.91.142.205,OST,seanlopez@green-bullock.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Richard Mcbride,,,
3038,2024-03-01 22:07:35,2024-03-01 22:07:35.349682,112.130.185.251,157.2.65.239,Poseidon,seanlopez@green-bullock.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Richard Mcbride,,,
3039,2024-04-08 18:13:35,2024-04-08 18:13:35.304839,163.193.224.188,35.79.43.142,Poseidon,sfranklin@gordon.com,pty whoami,"PID 1514, Callback 14",Success,Obtaining user context,Christy Green,,,
3040,2024-03-09 04:38:56,2024-03-09 04:38:56.328002,112.130.185.251,84.240.138.150,OST,jschmitt@martinez.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Deborah Hunter,,,
3041,2023-12-30 06:25:30,2024-02-13 16:38:19,206.0.98.240,18.176.66.97,Poseidon,hendersonjohn@dalton-lam.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Christy Green,,,
3042,2024-01-17 18:47:52,2024-01-24 09:19:23,155.225.136.72,126.91.142.205,Cobalt Strike,sfranklin@gordon.com,upload /western/board/job.csv,PID 5354,Failed,Attempting a file upload,Deborah Hunter,,,
3043,2024-03-19 11:30:28,2024-03-19 11:30:28.744303,155.225.136.72,157.2.65.239,OST,jschmitt@martinez.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Richard Mcbride,,,
3044,2024-02-29 08:37:53,2024-02-29 08:37:53.974857,206.174.99.211,84.240.138.150,OST,fwilliams@mays.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
3045,2024-01-11 12:07:10,2024-02-11 13:13:47,155.225.136.72,174.200.177.205,Cobalt Strike,jschmitt@martinez.com,sleep 59,PID 14288,Success,Sleeping a beacon,Christy Green,,,
3046,2024-06-05 20:04:14,2024-06-05 20:04:14.705064,206.174.99.211,126.91.142.205,OST,sfranklin@gordon.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Richard Mcbride,,,
3047,2024-01-15 14:07:57,2024-01-30 03:37:32,155.225.136.72,35.79.43.142,Poseidon,johngross@jones.com,pty ./kubectl get namespaces -n cluster,"PID 459, Callback 68",Success,Conducting container discovery,Christy Green,,,
3048,2024-02-17 19:01:25,2024-02-17 19:01:25.099842,206.174.99.211,35.79.43.142,Poseidon,fwilliams@mays.com,pty ./kubectl get pods,"PID 24116, Callback 48",Success,Conducting container discovery,Christy Green,,,
3049,2023-12-21 20:05:17,2024-01-27 19:13:37,155.225.136.72,18.176.66.97,Poseidon,seanlopez@green-bullock.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Richard Mcbride,,,
3050,2023-12-16 18:19:11,2023-12-17 12:09:22,155.225.136.72,157.2.65.239,OST,jschmitt@martinez.com,ls,PID: 13267,Failed,Listing files and directories,Deborah Hunter,,,
3051,2024-02-17 09:25:42,2024-02-17 09:25:42.290485,42.118.146.148,18.176.66.97,Cobalt Strike,johngross@jones.com,spawn x64 HTTPS,PID 24618,Success,Navigating to a directory,Christy Green,,,
3052,2024-05-21 17:15:21,2024-05-21 17:15:21.183533,206.174.99.211,174.200.177.205,Cobalt Strike,fwilliams@mays.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
3053,2024-02-16 13:04:11,2024-02-16 13:04:11.836116,112.130.185.251,35.79.43.142,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Failed,Conducting container discovery,Christy Green,,,
3054,2024-03-09 20:22:54,2024-03-09 20:22:54.464931,163.193.224.188,64.69.133.141,Poseidon,seanlopez@green-bullock.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Deborah Hunter,,,
3055,2024-06-09 10:27:12,2024-06-09 10:27:12.814133,206.0.98.240,157.2.65.239,Cobalt Strike,johngross@jones.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Christy Green,,,
3056,2024-05-31 04:38:19,2024-05-31 04:38:19.804330,163.193.224.188,84.240.138.150,OST,fwilliams@mays.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Richard Mcbride,,,
3057,2023-12-23 22:53:51,2024-02-05 23:23:18,63.79.24.226,174.200.177.205,Poseidon,jschmitt@martinez.com,sleep 38,"PID 16959, Callback 63",Failed,Sleeping a beacon,Richard Mcbride,,,
3058,2024-03-25 12:07:07,2024-03-25 12:07:07.879608,42.118.146.148,35.79.43.142,Cobalt Strike,hendersonjohn@dalton-lam.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
3059,2024-04-05 01:53:44,2024-04-05 01:53:44.460822,112.130.185.251,35.79.43.142,OST,fwilliams@mays.com,ls,PID: 13267,Failed,Listing files and directories,Christy Green,,,
3060,2024-02-08 05:47:14,2024-02-11 10:27:46,42.118.146.148,126.91.142.205,Poseidon,fwilliams@mays.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Failed,Conducting container discovery,Richard Mcbride,,,
3061,2023-12-17 22:42:35,2023-12-28 13:56:05,155.225.136.72,18.176.66.97,OST,fwilliams@mays.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
3062,2024-03-11 15:54:14,2024-03-11 15:54:14.390662,42.118.146.148,174.200.177.205,Poseidon,seanlopez@green-bullock.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Christy Green,,,
3063,2024-05-20 03:42:30,2024-05-20 03:42:30.585850,112.130.185.251,64.69.133.141,OST,johngross@jones.com,ls,PID: 13267,Success,Listing files and directories,Christy Green,,,
3064,2024-05-08 03:11:13,2024-05-08 03:11:13.875465,163.193.224.188,64.69.133.141,Poseidon,johngross@jones.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Christy Green,,,
3065,2024-03-03 12:56:06,2024-03-03 12:56:06.138827,206.0.98.240,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,sleep 59,PID 14288,Success,Sleeping a beacon,Richard Mcbride,,,
3066,2024-04-14 00:08:42,2024-04-14 00:08:42.029696,63.79.24.226,35.79.43.142,OST,fwilliams@mays.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Richard Mcbride,,,
